0;
 ;

1;377,28784;
 ;226,90454;

2;375,01013;375,04578;375,11475;375,15015;375,1516;375,14026;
 ;226,74854;227,53394;228,23474;228,95447;229,68921;230,37164;

3;377,83765;379,22253;380,6117;381,90295;383,13586;384,40356;385,7661;387,13135;388,5631;389,9403;
 ;227,70776;228,97296;230,16296;231,40741;232,72705;233,96442;235,20746;236,37354;237,52393;238,60101;

4;377,68835;379,0105;380,23438;381,51392;382,71143;383,81482;
 ;227,87305;229,19012;230,51715;231,75708;232,95825;234,16577;

5;375,0094;374,96082;374,94836;374,91077;374,84668;374,8048;374,73853;374,64282;
 ;227,09924;228,13263;229,0686;229,95642;230,7973;231,55182;232,25964;232,93652;

6;378,6693;380,4259;382,16907;383,88318;385,62524;387,37256;
 ;226,43073;227,04822;227,60577;228,10236;228,56665;228,98224;

7;376,1261;376,64807;377,10254;377,4973;377,85303;378,29724;
 ;225,19177;225,26532;225,41846;225,65198;225,87708;226,2207;

8;376,49915;377,151;377,74084;378,2688;378,73596;379,31885;379,8462;380,36414;380,9994;381,73804;
 ;228,60938;230,33215;232,0362;233,69214;235,32703;236,90082;238,4696;240,08514;241,6435;243,21588;

9;375,00232;375,00195;374,98816;374,94104;374,86914;
 ;226,85602;227,85846;228,91418;229,94397;230,91974;

10;378,49072;380,22253;381,90283;383,49597;385,03687;386,53918;387,92188;
 ;225,84692;226,25586;226,60822;226,92145;227,18127;227,38782;227,63538;

11;378,18347;379,63013;380,95557;
 ;227,26343;228,32098;229,38501;

12;375,151;375,1991;375,2638;375,29382;375,29004;375,25842;375,2058;375,1361;375,04846;374,98083;374,88403;374,7671;374,62354;374,531;374,4109;374,26282;
 ;226,23712;226,83667;227,37134;227,91711;228,46918;229,005;229,50867;229,97736;230,41284;230,95032;231,5379;232,09326;232,62842;233,26947;233,89203;234,49585;

13;377,9027;379,19592;380,40686;381,54102;382,62512;383,6615;384,66418;385,63635;386,5835;387,4978;
 ;225,37366;225,56622;225,73401;225,87933;225,9856;226,05408;226,08209;226,07043;226,01971;225,93195;

14;377,8109;379,1858;380,56262;381,85046;383,20996;384,58777;385,92725;387,255;388,64136;
 ;227,73816;229,01526;230,21533;231,47992;232,69379;233,8377;235,07275;236,40771;237,68408;

15;378,53662;380,29358;382,00024;383,60022;385,12244;386,60046;
 ;225,84918;226,23883;226,5716;226,88293;227,14996;227,36444;

16;375,177;375,32642;375,58447;375,8037;375,98132;376,12366;
 ;227,70312;229,09167;230,52002;231,95331;233,3277;234,63538;

17;375,8673;376,30774;376,69653;377,11108;377,5476;377,9308;
 ;225,35242;225,48181;225,62079;225,72058;225,78229;225,85431;

18;378,6223;380,34973;382,03882;
 ;226,53552;227,20416;227,80719;

19;376,0631;376,51978;376,99695;
 ;228,6145;230,38922;232,21344;

20;376,56018;377,24182;377,85913;
 ;228,5824;230,28717;231,96661;

21;377,43396;378,60278;379,69592;380,72327;381,73022;382,79407;383,8003;384,90552;386,0376;387,10876;388,11707;389,0598;
 ;228,09576;229,54303;230,97699;232,3435;233,77057;235,09424;236,44519;237,80695;239,2392;240,69092;242,16498;243,65106;

