0;
 ;

1;376,78735;
 ;226,30396;

2;378,4077;380,04565;381,60327;383,16895;
 ;227,013;227,99109;229,06647;230,08264;

3;375,1488;375,21985;375,31335;375,37512;375,5327;375,79956;376,08215;
 ;226,31683;227,0149;227,63928;228,30566;228,90118;229,44104;229,92108;

4;377,20496;378,28882;
 ;225,0022;224,94739;

5;375,45093;375,62732;375,7793;375,891;375,96594;375,9956;
 ;228,16876;229,6673;231,07373;232,42017;233,78137;235,12695;

6;378,2328;379,79565;381,38904;382,9701;384,55774;386,1543;387,77563;389,3734;391,01062;392,66077;
 ;227,20636;228,19305;229,13696;230,01239;230,8269;231,58398;232,42499;233,1966;234,03455;234,82013;

7;375,1006;375,1306;375,1433;
 ;226,66321;227,43933;228,27118;

8;376,00598;376,4237;376,78577;377,1117;377,4171;377,71375;378,00342;378,31348;378,61377;378,912;379,1963;
 ;225,30768;225,56134;225,83826;226,10571;226,35107;226,56592;226,75006;226,89392;227,00842;227,09003;227,14465;

9;375,68152;376,12073;376,68323;377,30396;377,86572;378,54053;379,2533;
 ;228,3985;230,06812;231,70605;233,3949;235,05048;236,63043;238,26648;

10;375,58252;375,83984;376,11426;376,3794;376,6134;376,84277;
 ;228,31079;229,8504;231,27069;232,58917;233,82751;234,96643;

11;375,59265;375,85645;376,14807;376,43103;
 ;228,32043;229,86304;231,2843;232,60284;

12;375,48914;375,79578;376,0719;376,30798;376,56287;376,8224;377,0598;
 ;225,68604;225,98401;226,37396;226,83801;227,2503;227,61993;227,96906;

13;377,99585;379,37756;380,682;
 ;227,50989;228,68909;229,8092;

14;375,16028;375,24744;375,2943;375,3053;375,29346;375,26025;375,1991;375,10388;374,97717;
 ;227,41766;228,69788;229,97571;231,20642;232,36475;233,45227;234,4831;235,47064;236,41168;

15;376,71606;377,59192;378,53308;379,55505;380,50977;381,39453;382,21838;382,97107;
 ;228,54065;230,16296;231,66797;233,07495;234,43622;235,77197;237,04712;238,30615;

16;375,11426;375,15027;
 ;226,50385;227,2431;

17;375,5641;375,88428;376,27698;376,73535;377,25513;377,78137;378,27563;378,76733;379,3396;379,94434;380,55212;
 ;225,61029;225,87518;226,0998;226,28864;226,43854;226,55353;226,65283;226,72046;226,77069;226,78735;226,77179;

18;375,22974;375,3606;375,45435;375,53662;375,5835;375,60388;375,59607;375,57324;375,52856;375,4712;
 ;226,07751;226,5279;227,00348;227,443;227,89325;228,32727;228,74799;229,13556;229,49945;229,82867;

19;378,4613;380,1333;381,70117;383,182;384,71326;386,25208;387,8379;
 ;226,85175;227,74963;228,73132;229,8097;230,86938;231,86932;232,8653;

20;378,26343;379,75305;381,12732;382,39856;383,58716;
 ;225,57153;225,8216;226,0788;226,32642;226,54865;

21;376,31982;377,07166;377,74036;378,41504;379,03113;379,5984;
 ;225,14752;225,18805;225,28119;225,34106;225,40234;225,45386;

22;376,79382;377,72046;378,7257;379,8213;
 ;228,5008;230,11035;231,61298;233,02936;

23;375,88562;376,24744;376,56433;376,82678;377,03625;377,36865;377,64648;378,01;378,32043;378,75256;379,17786;
